"fielder_name","player_id","team_name","primary_position","primary_position_name","total_throws","total_throws_1b","total_throws_2b","total_throws_3b","total_throws_ss","total_throws_lf","total_throws_cf","total_throws_rf","total_throws_inf","total_throws_of","max_arm_strength","arm_1b","arm_2b","arm_3b","arm_ss","arm_lf","arm_cf","arm_rf","arm_inf","arm_of","arm_overall"
"Lewis, Royce","668904","NA","3","First Baseman","326","178","70","78","0","0","0","0","148","0","83.2","77.7",,"82.9",,,,,"82.7",,"82.7"
"Stowers, Kyle","669065","NA","3","First Baseman","347","234","0","0","0","78","0","35","0","113","93.9","85",,,,"87.2",,,,"87.2","87.2"
"Burger, Jake","669394","NA","3","First Baseman","491","491","0","0","0","0","0","0","0","0","82.5","78.7",,,,,,,,,"78.7"
"García Jr., Luis","671277","NA","3","First Baseman","290","290","0","0","0","0","0","0","0","0","79.6","79.3",,,,,,,,,"79.3"
"Burleson, Alec","676475","NA","3","First Baseman","409","409","0","0","0","0","0","0","0","0","79.6","76.1",,,,,,,,,"76.1"
"Young, Jared","676724","NA","3","First Baseman","239","227","0","0","0","11","0","1","0","12","84.6","70.3",,,,,,,,,"70.3"
"Torkelson, Spencer","679529","NA","3","First Baseman","621","621","0","0","0","0","0","0","0","0","73.6","68.9",,,,,,,,,"68.9"
"Rumfield, TJ","681198","NA","3","First Baseman","353","353","0","0","0","0","0","0","0","0","73","69.9",,,,,,,,,"69.9"
"Norby, Connor","681393","NA","3","First Baseman","171","148","8","15","0","0","0","0","23","0","82.6","79.2",,,,,,,,,"79.2"
"Vaughn, Andrew","683734","NA","3","First Baseman","157","148","0","9","0","0","0","0","9","0","82.3","72.7",,,,,,,,,"72.7"
"Busch, Michael","683737","NA","3","First Baseman","587","587","0","0","0","0","0","0","0","0","75.7","71.8",,,,,,,,,"71.8"
"Pasquantino, Vinnie","686469","NA","3","First Baseman","305","305","0","0","0","0","0","0","0","0","67.8","65",,,,,,,,,"65"
"Horwitz, Spencer","687462","NA","3","First Baseman","290","290","0","0","0","0","0","0","0","0","75","74.6",,,,,,,,,"74.6"
"Tawa, Tim","694374","NA","3","First Baseman","167","80","4","8","0","46","29","0","12","75","88.9",,,,,,,,,"85.4","85.4"
"Schanuel, Nolan","694384","NA","3","First Baseman","360","360","0","0","0","0","0","0","0","0","84","79.4",,,,,,,,,"79.4"
"Manzardo, Kyle","700932","NA","3","First Baseman","264","264","0","0","0","0","0","0","0","0","74.6","71.4",,,,,,,,,"71.4"
"Stewart, Sal","701398","NA","3","First Baseman","355","259","18","78","0","0","0","0","96","0","83.5","69.9",,"80.4",,,,,"80",,"80"
"Kurtz, Nick","701762","NA","3","First Baseman","296","296","0","0","0","0","0","0","0","0","74.9","73.6",,,,,,,,,"73.6"
"Murakami, Munetaka","808959","NA","3","First Baseman","228","228","0","0","0","0","0","0","0","0","76","74.6",,,,,,,,,"74.6"
"Rojas, Miguel","500743","NA","4","Second Baseman","232","7","130","6","89","0","0","0","225","0","85.9",,"76.4",,"83.2",,,,"81.4",,"81.4"
"Altuve, Jose","514888","NA","4","Second Baseman","382","0","382","0","0","0","0","0","382","0","76.9",,"72.9",,,,,,"72.9",,"72.9"
"Semien, Marcus","543760","NA","4","Second Baseman","566","0","566","0","0","0","0","0","566","0","85.3",,"77.6",,,,,,"77.6",,"77.6"
"Marte, Ketel","606466","NA","4","Second Baseman","626","0","626","0","0","0","0","0","626","0","91.5",,"81.4",,,,,,"81.4",,"81.4"
"Walton, Donovan","622268","NA","4","Second Baseman","111","0","80","22","9","0","0","0","111","0","82.4",,"72.5",,,,,,"80.2",,"80.2"
"Frazier, Adam","624428","NA","4","Second Baseman","126","0","117","0","0","9","0","0","117","9","89.2",,"76.2",,,,,,"76.2",,"76.2"
"Cronenworth, Jake","630105","NA","4","Second Baseman","289","18","267","1","3","0","0","0","271","0","82.4",,"75",,,,,,"75",,"75"
"Kiner-Falefa, Isiah","643396","NA","4","Second Baseman","213","0","140","19","54","0","0","0","213","0","79",,"73.3",,,,,,"75.1",,"75.1"
"McNeil, Jeff","643446","NA","4","Second Baseman","414","43","365","0","0","1","0","5","365","6","86.3",,"77.5",,,,,,"77.5",,"77.5"
"Albies, Ozzie","645277","NA","4","Second Baseman","473","0","473","0","0","0","0","0","473","0","89.5",,"71.5",,,,,,"71.5",,"71.5"
"Urías, Luis","649966","NA","4","Second Baseman","90","0","90","0","0","0","0","0","90","0","78.1",,"76.2",,,,,,"76.2",,"76.2"
"Arraez, Luis","650333","NA","4","Second Baseman","663","0","663","0","0","0","0","0","663","0","88.4",,"81.2",,,,,,"81.2",,"81.2"
"Torres, Gleyber","650402","NA","4","Second Baseman","249","0","249","0","0","0","0","0","249","0","79.3",,"75.2",,,,,,"75.2",,"75.2"
"Castro, Willi","650489","NA","4","Second Baseman","414","15","260","53","80","6","0","0","393","6","92.9",,"84.2",,"90.4",,,,"88.9",,"88.9"
"Hoerner, Nico","663538","NA","4","Second Baseman","648","0","619","0","29","0","0","0","648","0","84",,"77.5",,,,,,"77.8",,"77.8"
"Lowe, Brandon","664040","NA","4","Second Baseman","441","0","441","0","0","0","0","0","441","0","84.7",,"77.4",,,,,,"77.4",,"77.4"
"Chisholm Jr., Jazz","665862","NA","4","Second Baseman","500","0","500","0","0","0","0","0","500","0","83.6",,"77.3",,,,,,"77.3",,"77.3"
"Julien, Edouard","666397","NA","4","Second Baseman","274","12","262","0","0","0","0","0","262","0","79.7",,"77.2",,,,,,"77.2",,"77.2"
"Turang, Brice","668930","NA","4","Second Baseman","515","0","506","0","9","0","0","0","515","0","87.1",,"80.9",,,,,,"81",,"81"
"Jackson, Jeremiah","669236","NA","4","Second Baseman","279","0","270","0","0","7","0","2","270","9","87",,"82.1",,,,,,"82.1",,"82.1"
"Edman, Tommy","669242","NA","4","Second Baseman","140","0","103","11","0","22","4","0","114","26","91.9",,"78.1",,,,,,"80",,"80"
"Edwards, Xavier","669364","NA","4","Second Baseman","495","0","495","0","0","0","0","0","495","0","77.5",,"73.8",,,,,,"73.8",,"73.8"
"Smith, Josh","669701","NA","4","Second Baseman","189","6","152","20","0","11","0","0","172","11","83.7",,"74",,,,,,"77.4",,"77.4"
"Lopez, Nicky","670032","NA","4","Second Baseman","311","0","220","0","88","3","0","0","308","3","89.1",,"79.1",,"85.2",,,,"83.4",,"83.4"
"Peraza, Oswald","672724","NA","4","Second Baseman","343","3","264","49","27","0","0","0","340","0","88.9",,"80.6",,,,,,"84.1",,"84.1"
"Clement, Ernie","676391","NA","4","Second Baseman","560","0","429","29","102","0","0","0","560","0","82",,"73.5",,"80.3",,,,"78.2",,"78.2"
"Seigler, Anthony","678011","NA","4","Second Baseman","170","0","168","2","0","0","0","0","170","0","83.2",,"77.6",,,,,,"79.2",,"79.2"
"Foscue, Justin","679822","NA","4","Second Baseman","165","13","152","0","0","0","0","0","152","0","78.7",,"75.5",,,,,,"75.5",,"75.5"
"McLain, Matt","680574","NA","4","Second Baseman","489","0","363","0","117","0","9","0","480","9","89.6",,"80.9",,"86.8",,,,"83.9",,"83.9"
"Palacios, Richie","680700","NA","4","Second Baseman","328","0","326","2","0","0","0","0","328","0","85.5",,"73.4",,,,,,"73.4",,"73.4"
"Stott, Bryson","681082","NA","4","Second Baseman","440","0","421","19","0","0","0","0","440","0","86.5",,"81.6",,,,,,"82.1",,"82.1"
"Nuñez, Nasim","683083","NA","4","Second Baseman","557","0","497","0","60","0","0","0","557","0","94.6",,"84.6",,,,,,"85.5",,"85.5"
"Bazzana, Travis","683953","NA","4","Second Baseman","341","0","341","0","0","0","0","0","341","0","85.3",,"76.5",,,,,,"76.5",,"76.5"
"Massey, Michael","686681","NA","4","Second Baseman","441","0","433","0","0","7","0","1","433","8","85.2",,"79.1",,,,,,"79.1",,"79.1"
"Sogard, Nick","686765","NA","4","Second Baseman","109","27","58","16","8","0","0","0","82","0","80.8",,,,,,,,"79.4",,"79.4"
"Grissom, Vaughn","687093","NA","4","Second Baseman","257","52","158","47","0","0","0","0","205","0","92.5",,"82.5",,,,,,"85",,"85"
"Freeland, Alex","690976","NA","4","Second Baseman","296","0","289","0","7","0","0","0","296","0","87.2",,"80.4",,,,,,"80.4",,"80.4"
"Mayer, Marcelo","691785","NA","4","Second Baseman","293","0","208","0","85","0","0","0","293","0","87.7",,"75.5",,"80.8",,,,"79",,"79"
"Arroyo, Edwin","695490","NA","4","Second Baseman","177","0","162","0","15","0","0","0","177","0","91.4",,"81.1",,,,,,"83.7",,"83.7"
"Lee, Hao-Yu","701678","NA","4","Second Baseman","263","0","216","43","4","0","0","0","263","0","82.6",,"73.5",,,,,,"78.6",,"78.6"
"Young, Cole","702284","NA","4","Second Baseman","603","0","592","0","11","0","0","0","603","0","82.4",,"71.6",,,,,,"71.9",,"71.9"
"Holliday, Jackson","702616","NA","4","Second Baseman","274","0","259","4","11","0","0","0","274","0","82.5",,"78.7",,,,,,"78.9",,"78.9"
"Wetherholt, JJ","802139","NA","4","Second Baseman","604","0","584","0","20","0","0","0","604","0","91.1",,"77.9",,,,,,"79.4",,"79.4"
"Meidroth, Chase","805367","NA","4","Second Baseman","575","0","559","2","14","0","0","0","575","0","81.6",,"76",,,,,,"76.7",,"76.7"
"Keaschall, Luke","807712","NA","4","Second Baseman","491","0","393","0","0","0","59","39","393","98","92.3",,"76.3",,,,"80",,"76.3","84.4","84.4"
"Williamson, Ben","810938","NA","4","Second Baseman","373","0","262","5","106","0","0","0","373","0","89.7",,"78",,"84.7",,,,"81.9",,"81.9"
"Song, Sung-Mun","823550","NA","4","Second Baseman","166","0","107","13","46","0","0","0","166","0","81.3",,"76.1",,,,,,"78.5",,"78.5"
"Arenado, Nolan","571448","NA","5","Third Baseman","305","0","0","305","0","0","0","0","305","0","83.6",,,"82.7",,,,,"82.7",,"82.7"
"Muncy, Max","571970","NA","5","Third Baseman","255","0","0","255","0","0","0","0","255","0","84.9",,,"82.2",,,,,"82.2",,"82.2"
"Machado, Manny","592518","NA","5","Third Baseman","233","0","0","233","0","0","0","0","233","0","87.3",,,"84.1",,,,,"84.1",,"84.1"
"Ramírez, José","608070","NA","5","Third Baseman","177","0","0","177","0","0","0","0","177","0","85.6",,,"82.6",,,,,"82.6",,"82.6"
"Bregman, Alex","608324","NA","5","Third Baseman","244","0","0","244","0","0","0","0","244","0","82",,,"80.8",,,,,"80.8",,"80.8"
"McMahon, Ryan","641857","NA","5","Third Baseman","183","0","0","171","12","0","0","0","183","0","86.8",,,"84.9",,,,,"84.7",,"84.7"
"Rosario, Amed","642708","NA","5","Third Baseman","89","0","17","65","0","0","0","7","82","7","90",,,,,,,,"84.9",,"84.9"
"Rengifo, Luis","650859","NA","5","Third Baseman","137","9","12","99","0","17","0","0","111","17","90.2",,,"86.1",,,,,"85.8",,"85.8"
"Chapman, Matt","656305","NA","5","Third Baseman","237","0","0","237","0","0","0","0","237","0","89.2",,,"86.6",,,,,"86.6",,"86.6"
"Rivas, Leo","660844","NA","5","Third Baseman","122","0","0","72","50","0","0","0","122","0","85",,,,,,,,"83.3",,"83.3"
"Riley, Austin","663586","NA","5","Third Baseman","293","0","0","293","0","0","0","0","293","0","87.2",,,"83.6",,,,,"83.6",,"83.6"
"Hayes, Ke'Bryan","663647","NA","5","Third Baseman","143","0","0","143","0","0","0","0","143","0","80.7",,,"78.3",,,,,"78.3",,"78.3"
"Bohm, Alec","664761","NA","5","Third Baseman","285","29","0","256","0","0","0","0","256","0","82.2",,,"79.8",,,,,"79.8",,"79.8"
"Fermín, José","665877","NA","5","Third Baseman","152","4","15","40","12","57","22","2","67","81","88.8",,,,,"86.9",,,,"86.3","86.3"
"Hamilton, David","666152","NA","5","Third Baseman","254","0","25","101","128","0","0","0","254","0","89.8",,,"87","83.5",,,,"86.1",,"86.1"
"Bichette, Bo","666182","NA","5","Third Baseman","378","0","0","171","207","0","0","0","378","0","88.6",,,"83.5","81.7",,,,"82.9",,"82.9"
"Gorman, Nolan","669357","NA","5","Third Baseman","85","0","0","85","0","0","0","0","85","0","83.1",,,"82.5",,,,,"82.5",,"82.5"
"Paredes, Isaac","670623","NA","5","Third Baseman","256","22","16","218","0","0","0","0","234","0","80.8",,,"78.4",,,,,"78.3",,"78.3"
"Arias, Gabriel","672356","NA","5","Third Baseman","108","5","11","47","45","0","0","0","103","0","92.3",,,,,,,,"89.5",,"89.5"
"Garcia, Maikel","672580","NA","5","Third Baseman","179","0","0","157","22","0","0","0","179","0","89.3",,,"88.2",,,,,"88.1",,"88.1"
"Okamoto, Kazuma","672960","NA","5","Third Baseman","257","39","0","218","0","0","0","0","218","0","82.4",,,"80.9",,,,,"80.9",,"80.9"
"Jung, Josh","673962","NA","5","Third Baseman","185","0","0","185","0","0","0","0","185","0","86.6",,,"82.4",,,,,"82.4",,"82.4"
"Alexander, Blaze","677942","NA","5","Third Baseman","240","0","59","81","47","17","27","9","187","53","95.6",,,"89.3",,,,,"88.7","93.8","93.8"
"Vargas, Miguel","678246","NA","5","Third Baseman","264","53","0","211","0","0","0","0","211","0","86.9",,,"84.8",,,,,"84.8",,"84.8"
"Vivas, Jorbit","678391","NA","5","Third Baseman","171","0","104","67","0","0","0","0","171","0","82.2",,"72.3",,,,,,"79.1",,"79.1"
"Mead, Curtis","678554","NA","5","Third Baseman","220","85","21","114","0","0","0","0","135","0","82.2",,,"77.3",,,,,"77.1",,"77.1"
"Loftin, Nick","679845","NA","5","Third Baseman","246","2","100","117","7","8","0","12","224","20","93.3",,"83.6","84.6",,,,,"84.4",,"84.4"
"Gelof, Zack","680869","NA","5","Third Baseman","226","0","52","122","0","10","41","1","174","52","91",,,"78.1",,,,,"77.6","84.9","84.9"
"Donovan, Brendan","680977","NA","5","Third Baseman","75","0","0","75","0","0","0","0","75","0","86.4",,,"82.7",,,,,"82.7",,"82.7"
"Schneemann, Daniel","682177","NA","5","Third Baseman","235","0","60","63","37","1","73","1","160","75","99.4",,,,,,"92.6",,"85","92.6","92.6"
"Baty, Brett","683146","NA","5","Third Baseman","343","55","83","137","1","11","0","56","221","67","92.2",,"75","81.3",,,,"86.6","80.5","86.7","86.7"
"Lee, Brooks","686797","NA","5","Third Baseman","367","0","0","125","242","0","0","0","367","0","85.3",,,"83.7","80.6",,,,"82.5",,"82.5"
"Keith, Colt","690993","NA","5","Third Baseman","155","27","0","128","0","0","0","0","128","0","85.5",,,"83.3",,,,,"83.3",,"83.3"
"Caminero, Junior","691406","NA","5","Third Baseman","315","0","0","315","0","0","0","0","315","0","90.2",,,"86.5",,,,,"86.5",,"86.5"
"Jordan, Blaze","691458","NA","5","Third Baseman","107","22","0","85","0","0","0","0","85","0","83.3",,,"80.3",,,,,"80.3",,"80.3"
"Sanoja, Javier","691594","NA","5","Third Baseman","268","0","23","178","22","19","6","20","223","45","88.5",,,"84",,,,,"83.5",,"83.5"
"Karros, Kyle","691720","NA","5","Third Baseman","266","0","0","266","0","0","0","0","266","0","85.6",,,"84.5",,,,,"84.5",,"84.5"
"Mayo, Coby","691723","NA","5","Third Baseman","135","20","0","115","0","0","0","0","115","0","90.4",,,"89.5",,,,,"89.5",,"89.5"
"Muncy, Max","691777","NA","5","Third Baseman","95","0","0","95","0","0","0","0","95","0","82.5",,,"81.2",,,,,"81.2",,"81.2"
"House, Brady","691781","NA","5","Third Baseman","94","1","0","93","0","0","0","0","93","0","88.8",,,"87.1",,,,,"87.1",,"87.1"
"Gonzales, Nick","693304","NA","5","Third Baseman","306","0","92","194","20","0","0","0","306","0","89.7",,"79.1","82.8",,,,,"82.3",,"82.3"
"Guzman, Denzer","694203","NA","5","Third Baseman","107","0","0","107","0","0","0","0","107","0","85.1",,,"84.4",,,,,"84.4",,"84.4"
"Durbin, Caleb","702332","NA","5","Third Baseman","332","0","0","332","0","0","0","0","332","0","82.8",,,"81.2",,,,,"81.2",,"81.2"
"Bogaerts, Xander","593428","NA","6","Shortstop","498","0","0","0","498","0","0","0","498","0","85.8",,,,"82.1",,,,"82.1",,"82.1"
"Báez, Javier","595879","NA","6","Shortstop","161","0","11","0","135","0","15","0","146","15","92.7",,,,"87.1",,,,"86.9",,"86.9"
"Lindor, Francisco","596019","NA","6","Shortstop","309","0","0","0","309","0","0","0","309","0","85.2",,,,"81.4",,,,"81.4",,"81.4"
"Story, Trevor","596115","NA","6","Shortstop","206","0","0","0","206","0","0","0","206","0","82.9",,,,"79.4",,,,"79.4",,"79.4"
"Betts, Mookie","605141","NA","6","Shortstop","344","0","0","0","344","0","0","0","344","0","87.7",,,,"81.5",,,,"81.5",,"81.5"
"Turner, Trea","607208","NA","6","Shortstop","487","0","0","0","487","0","0","0","487","0","85.9",,,,"82.2",,,,"82.2",,"82.2"
"Seager, Corey","608369","NA","6","Shortstop","277","0","0","0","277","0","0","0","277","0","85.4",,,,"80.2",,,,"80.2",,"80.2"
"Swanson, Dansby","621020","NA","6","Shortstop","510","0","0","0","510","0","0","0","510","0","88",,,,"80.1",,,,"80.1",,"80.1"
"Correa, Carlos","621043","NA","6","Shortstop","135","0","0","37","98","0","0","0","135","0","91.8",,,,"88.4",,,,"87.6",,"87.6"
"Mateo, Jorge","622761","NA","6","Shortstop","174","0","2","0","172","0","0","0","174","0","94.1",,,,"88.3",,,,"88.3",,"88.3"
"Crawford, J.P.","641487","NA","6","Shortstop","268","0","0","80","188","0","0","0","268","0","81.9",,,"80","79",,,,"79.4",,"79.4"
"Adames, Willy","642715","NA","6","Shortstop","615","0","0","0","615","0","0","0","615","0","88.2",,,,"85.3",,,,"85.3",,"85.3"
"Monasterio, Andruw","655316","NA","6","Shortstop","257","16","45","8","188","0","0","0","241","0","80.6",,,,"78.9",,,,"78.5",,"78.5"
"Gray, Tristan","656484","NA","6","Shortstop","259","0","20","43","196","0","0","0","259","0","87",,,,"83.6",,,,"83.8",,"83.8"
"Peña, Jeremy","665161","NA","6","Shortstop","282","0","0","0","282","0","0","0","282","0","89.2",,,,"82.8",,,,"82.8",,"82.8"
"Giménez, Andrés","665926","NA","6","Shortstop","505","0","0","0","505","0","0","0","505","0","92.4",,,,"86.4",,,,"86.4",,"86.4"
"Kreidler, Ryan","668952","NA","6","Shortstop","223","0","0","14","165","2","42","0","179","44","96.9",,,,"85.6",,,,"85.6",,"85.6"
"Allen, Nick","669397","NA","6","Shortstop","184","0","52","12","120","0","0","0","184","0","87.7",,,,"83.1",,,,"82.9",,"82.9"
"Shewmake, Braden","669699","NA","6","Shortstop","116","0","36","26","54","0","0","0","116","0","88.6",,,,,,,,"85.1",,"85.1"
"Triolo, Jared","669707","NA","6","Shortstop","316","6","0","37","265","0","1","7","302","8","93.2",,,,"85.4",,,,"85.5",,"85.5"
"Short, Zack","670097","NA","6","Shortstop","107","0","15","0","92","0","0","0","107","0","87.9",,,,"85.5",,,,"85.1",,"85.1"
"Walls, Taylor","670764","NA","6","Shortstop","519","0","0","0","519","0","0","0","519","0","86.1",,,,"82",,,,"82",,"82"
"Lopez, Otto","672640","NA","6","Shortstop","552","0","0","0","552","0","0","0","552","0","89.9",,,,"82.3",,,,"82.3",,"82.3"
"Perdomo, Geraldo","672695","NA","6","Shortstop","786","0","0","0","786","0","0","0","786","0","91.3",,,,"84.2",,,,"84.2",,"84.2"
"Kim, Ha-Seong","673490","NA","6","Shortstop","110","0","0","0","110","0","0","0","110","0","87.2",,,,"85.6",,,,"85.6",,"85.6"
"Williams, Alika","675961","NA","6","Shortstop","186","0","53","0","133","0","0","0","186","0","83.7",,,,"82",,,,"81.8",,"81.8"
"Caballero, José","676609","NA","6","Shortstop","370","0","42","19","279","15","2","13","340","30","90.2",,,,"81.6",,,,"81.5",,"81.5"
"Rocchio, Brayan","677587","NA","6","Shortstop","494","0","45","0","449","0","0","0","494","0","87.8",,,,"83.1",,,,"83",,"83"
"Duran, Ezequiel","677649","NA","6","Shortstop","471","4","88","70","243","39","1","26","401","66","97.7",,"73.1",,"86.8",,,,"86.2","94","94"
"Witt Jr., Bobby","677951","NA","6","Shortstop","539","0","0","0","539","0","0","0","539","0","94",,,,"88.1",,,,"88.1",,"88.1"
"Tovar, Ezequiel","678662","NA","6","Shortstop","465","0","0","0","465","0","0","0","465","0","90.2",,,,"85.9",,,,"85.9",,"85.9"
"Acuña, Luisangel","682668","NA","6","Shortstop","227","0","1","0","164","1","61","0","165","62","94.6",,,,"84.9",,"86.9",,"84.9","86.9","86.9"
"De La Cruz, Elly","682829","NA","6","Shortstop","495","0","0","0","495","0","0","0","495","0","99.8",,,,"91",,,,"91",,"91"
"Abrams, CJ","682928","NA","6","Shortstop","489","0","0","0","489","0","0","0","489","0","90.1",,,,"83.8",,,,"83.8",,"83.8"
"Henderson, Gunnar","683002","NA","6","Shortstop","510","0","0","0","510","0","0","0","510","0","93.9",,,,"88.4",,,,"88.4",,"88.4"
"Volpe, Anthony","683011","NA","6","Shortstop","269","0","0","0","269","0","0","0","269","0","83.1",,,,"79",,,,"79",,"79"
"Tolbert, Tyler","686475","NA","6","Shortstop","112","0","11","0","79","3","5","14","90","22","89.6",,,,"81.9",,,,"81.2",,"81.2"
"Hernaiz, Darell","687231","NA","6","Shortstop","137","0","22","10","105","0","0","0","137","0","86.8",,,,"81.1",,,,"80.6",,"80.6"
"Neto, Zach","687263","NA","6","Shortstop","593","0","0","0","593","0","0","0","593","0","94.6",,,,"89.2",,,,"89.2",,"89.2"
"Ortiz, Joey","687401","NA","6","Shortstop","358","0","1","64","293","0","0","0","358","0","86.3",,,,"82.9",,,,"83.8",,"83.8"
"Winn, Masyn","691026","NA","6","Shortstop","619","0","0","0","619","0","0","0","619","0","98.4",,,,"94.1",,,,"94.1",,"94.1"
"Montgomery, Colson","695657","NA","6","Shortstop","403","0","0","54","349","0","0","0","403","0","82.5",,,,"78.8",,,,"79.3",,"79.3"
"Griffin, Konnor","804606","NA","6","Shortstop","305","0","0","0","305","0","0","0","305","0","93.5",,,,"88.5",,,,"88.5",,"88.5"
"Jarvis, Jim","805347","NA","6","Shortstop","202","0","0","0","202","0","0","0","202","0","94",,,,"89.2",,,,"89.2",,"89.2"
"Wilson, Jacob","805779","NA","6","Shortstop","304","0","0","0","304","0","0","0","304","0","91.8",,,,"87.8",,,,"87.8",,"87.8"
"McGonigle, Kevin","805808","NA","6","Shortstop","532","0","0","165","367","0","0","0","532","0","85",,,"81.4","81",,,,"81.2",,"81.2"
"Emerson, Colt","806068","NA","6","Shortstop","301","0","0","29","272","0","0","0","301","0","88.9",,,,"81.6",,,,"81.3",,"81.3"
"Pratt, Cooper","806198","NA","6","Shortstop","177","0","0","0","177","0","0","0","177","0","90.2",,,,"86.9",,,,"86.9",,"86.9"
"Kim, Hyeseong","808975","NA","6","Shortstop","164","0","67","0","96","1","0","0","163","1","87.7",,,,"85.3",,,,"83.9",,"83.9"
"Grichuk, Randal","545341","NA","7","Left Fielder","64","0","0","0","0","49","0","15","0","64","91.3",,,,,,,,,"86.1","86.1"
"Yastrzemski, Mike","573262","NA","7","Left Fielder","202","0","0","0","0","106","1","95","0","202","92.5",,,,,"80",,"86.6",,"84.4","84.4"
"Kepler, Max","596146","NA","7","Left Fielder","67","0","0","0","0","67","0","0","0","67","87.8",,,,,"83.3",,,,"83.3","83.3"
"Hernández, Teoscar","606192","NA","7","Left Fielder","176","0","0","0","0","174","0","2","0","176","91.9",,,,,"87.1",,,,"87.1","87.1"
"Taylor, Tyrone","621438","NA","7","Left Fielder","146","0","0","0","0","61","55","30","0","146","94.3",,,,,"89.3","86.6",,,"89.6","89.6"
"Ward, Taylor","621493","NA","7","Left Fielder","272","0","0","0","0","248","0","24","0","272","92.3",,,,,"83.8",,,,"84.8","84.8"
"Sosa, Edmundo","624641","NA","7","Left Fielder","182","0","69","33","44","36","0","0","146","36","84.8",,,,,,,,"79.5",,"79.5"
"Bellinger, Cody","641355","NA","7","Left Fielder","251","7","0","0","0","210","25","9","0","244","99.6",,,,,"92.7",,,,"93","93"
"Dubón, Mauricio","643289","NA","7","Left Fielder","423","0","4","11","189","186","33","0","204","219","97.2",,,,"83.3","86.6",,,"83.2","87.7","87.7"
"Laureano, Ramón","657656","NA","7","Left Fielder","71","0","0","0","0","58","0","13","0","71","93.6",,,,,"85.1",,,,"85.1","85.1"
"Nootbaar, Lars","663457","NA","7","Left Fielder","141","0","0","0","0","109","9","23","0","141","95.4",,,,,"90.1",,,,"90.7","90.7"
"Lockridge, Brandon","663604","NA","7","Left Fielder","82","0","0","0","0","68","14","0","0","82","91.7",,,,,"86.3",,,,"86.3","86.3"
"Larnach, Trevor","663616","NA","7","Left Fielder","169","0","0","0","0","169","0","0","0","169","91.4",,,,,"85.6",,,,"85.6","85.6"
"Happ, Ian","664023","NA","7","Left Fielder","345","0","0","0","0","345","0","0","0","345","91.4",,,,,"84.5",,,,"84.5","84.5"
"McCarthy, Jake","664983","NA","7","Left Fielder","363","0","0","0","0","146","178","39","0","363","85.5",,,,,"79","78",,,"79","79"
