"fielder_name","player_id","team_name","primary_position","primary_position_name","total_throws","total_throws_1b","total_throws_2b","total_throws_3b","total_throws_ss","total_throws_lf","total_throws_cf","total_throws_rf","total_throws_inf","total_throws_of","max_arm_strength","arm_1b","arm_2b","arm_3b","arm_ss","arm_lf","arm_cf","arm_rf","arm_inf","arm_of","arm_overall"
"Clemens, Kody","665019","NA","3","First Baseman","326","148","103","0","0","16","14","45","103","75","87.3","80.5","76.2",,,,,,"76.2","84.9","84.9"
"Guerrero Jr., Vladimir","665489","NA","3","First Baseman","406","406","0","0","0","0","0","0","0","0","85.5","79.1",,,,,,,,,"79.1"
"Aranda, Jonathan","666018","NA","3","First Baseman","303","303","0","0","0","0","0","0","0","0","82.5","79.6",,,,,,,,,"79.6"
"Steer, Spencer","668715","NA","3","First Baseman","265","101","50","0","0","61","2","51","50","114","91.3","69.5",,,,"83.5",,"85.4",,"85.7","85.7"
"Vientos, Mark","668901","NA","3","First Baseman","270","267","0","3","0","0","0","0","3","0","85.4","79.2",,,,,,,,,"79.2"
"Lewis, Royce","668904","NA","3","First Baseman","223","128","20","75","0","0","0","0","95","0","83.2","77.7",,"82.9",,,,,"82.9",,"82.9"
"Burger, Jake","669394","NA","3","First Baseman","421","421","0","0","0","0","0","0","0","0","82.5","78.6",,,,,,,,,"78.6"
"García Jr., Luis","671277","NA","3","First Baseman","208","208","0","0","0","0","0","0","0","0","79.6","78.8",,,,,,,,,"78.8"
"Burleson, Alec","676475","NA","3","First Baseman","342","342","0","0","0","0","0","0","0","0","77.7","75.1",,,,,,,,,"75.1"
"Young, Jared","676724","NA","3","First Baseman","171","159","0","0","0","11","0","1","0","12","84.6","71",,,,,,,,,"71"
"Torkelson, Spencer","679529","NA","3","First Baseman","514","514","0","0","0","0","0","0","0","0","73.6","69.6",,,,,,,,,"69.6"
"Rumfield, TJ","681198","NA","3","First Baseman","290","290","0","0","0","0","0","0","0","0","73","71.3",,,,,,,,,"71.3"
"Norby, Connor","681393","NA","3","First Baseman","163","148","0","15","0","0","0","0","15","0","82.6","79.2",,,,,,,,,"79.2"
"Vaughn, Andrew","683734","NA","3","First Baseman","114","111","0","3","0","0","0","0","3","0","82.3","71.3",,,,,,,,,"71.3"
"Busch, Michael","683737","NA","3","First Baseman","465","465","0","0","0","0","0","0","0","0","75.7","72.3",,,,,,,,,"72.3"
"Pasquantino, Vinnie","686469","NA","3","First Baseman","273","273","0","0","0","0","0","0","0","0","67.8","65",,,,,,,,,"65"
"Horwitz, Spencer","687462","NA","3","First Baseman","267","267","0","0","0","0","0","0","0","0","75","74.6",,,,,,,,,"74.6"
"Schanuel, Nolan","694384","NA","3","First Baseman","303","303","0","0","0","0","0","0","0","0","78.2","76.9",,,,,,,,,"76.9"
"Rice, Ben","700250","NA","3","First Baseman","202","202","0","0","0","0","0","0","0","0","65.2","64.1",,,,,,,,,"64.1"
"Manzardo, Kyle","700932","NA","3","First Baseman","237","237","0","0","0","0","0","0","0","0","74.6","71.4",,,,,,,,,"71.4"
"Stewart, Sal","701398","NA","3","First Baseman","283","187","18","78","0","0","0","0","96","0","83.5","69.8",,"80.4",,,,,"80",,"80"
"Kurtz, Nick","701762","NA","3","First Baseman","283","283","0","0","0","0","0","0","0","0","74.9","73.6",,,,,,,,,"73.6"
"Murakami, Munetaka","808959","NA","3","First Baseman","180","180","0","0","0","0","0","0","0","0","76","74.7",,,,,,,,,"74.7"
"Rojas, Miguel","500743","NA","4","Second Baseman","207","7","106","6","88","0","0","0","200","0","85.9",,"76",,"83.2",,,,"82.1",,"82.1"
"Altuve, Jose","514888","NA","4","Second Baseman","316","0","316","0","0","0","0","0","316","0","76.9",,"73.4",,,,,,"73.4",,"73.4"
"Semien, Marcus","543760","NA","4","Second Baseman","475","0","475","0","0","0","0","0","475","0","85.3",,"78.1",,,,,,"78.1",,"78.1"
"Marte, Ketel","606466","NA","4","Second Baseman","529","0","529","0","0","0","0","0","529","0","91.5",,"81.1",,,,,,"81.1",,"81.1"
"Frazier, Adam","624428","NA","4","Second Baseman","114","0","105","0","0","9","0","0","105","9","89.2",,"76.2",,,,,,"76.2",,"76.2"
"Cronenworth, Jake","630105","NA","4","Second Baseman","197","12","181","1","3","0","0","0","185","0","82.4",,"76.3",,,,,,"76.3",,"76.3"
"Kiner-Falefa, Isiah","643396","NA","4","Second Baseman","213","0","140","19","54","0","0","0","213","0","79",,"73.3",,,,,,"75.1",,"75.1"
"McNeil, Jeff","643446","NA","4","Second Baseman","365","12","348","0","0","0","0","5","348","5","86.3",,"77.7",,,,,,"77.7",,"77.7"
"Albies, Ozzie","645277","NA","4","Second Baseman","389","0","389","0","0","0","0","0","389","0","81",,"70.5",,,,,,"70.5",,"70.5"
"Arraez, Luis","650333","NA","4","Second Baseman","566","0","566","0","0","0","0","0","566","0","88",,"81.3",,,,,,"81.3",,"81.3"
"Torres, Gleyber","650402","NA","4","Second Baseman","185","0","185","0","0","0","0","0","185","0","78.6",,"75.3",,,,,,"75.3",,"75.3"
"Castro, Willi","650489","NA","4","Second Baseman","332","14","202","44","66","6","0","0","312","6","92.9",,"83.1",,,,,,"88.8",,"88.8"
"McKinstry, Zach","656716","NA","4","Second Baseman","332","0","159","13","123","0","6","31","295","37","96.6",,"85.4",,"84.6",,,,"85.1",,"85.1"
"Hoerner, Nico","663538","NA","4","Second Baseman","526","0","504","0","22","0","0","0","526","0","84",,"77.6",,,,,,"77.8",,"77.8"
"Lowe, Brandon","664040","NA","4","Second Baseman","369","0","369","0","0","0","0","0","369","0","84.7",,"77.4",,,,,,"77.4",,"77.4"
"Chisholm Jr., Jazz","665862","NA","4","Second Baseman","440","0","440","0","0","0","0","0","440","0","83.6",,"77.4",,,,,,"77.4",,"77.4"
"Julien, Edouard","666397","NA","4","Second Baseman","245","12","233","0","0","0","0","0","233","0","79.7",,"77.3",,,,,,"77.3",,"77.3"
"Turang, Brice","668930","NA","4","Second Baseman","431","0","431","0","0","0","0","0","431","0","87.1",,"81.1",,,,,,"81.1",,"81.1"
"Jackson, Jeremiah","669236","NA","4","Second Baseman","256","0","251","0","0","3","0","2","251","5","87",,"82.5",,,,,,"82.5",,"82.5"
"Edwards, Xavier","669364","NA","4","Second Baseman","404","0","404","0","0","0","0","0","404","0","77.5",,"74.2",,,,,,"74.2",,"74.2"
"Smith, Josh","669701","NA","4","Second Baseman","163","6","146","2","0","9","0","0","148","9","79.5",,"74",,,,,,"74",,"74"
"Lopez, Nicky","670032","NA","4","Second Baseman","224","0","162","0","59","3","0","0","221","3","89.1",,"77.6",,,,,,"81.7",,"81.7"
"Peraza, Oswald","672724","NA","4","Second Baseman","311","3","232","49","27","0","0","0","308","0","88.9",,"81.1",,,,,,"84.3",,"84.3"
"Clement, Ernie","676391","NA","4","Second Baseman","446","0","352","15","79","0","0","0","446","0","80.8",,"73.6",,"79.8",,,,"77.2",,"77.2"
"Seigler, Anthony","678011","NA","4","Second Baseman","120","0","118","2","0","0","0","0","120","0","83.2",,"78.6",,,,,,"80.8",,"80.8"
"Foscue, Justin","679822","NA","4","Second Baseman","137","13","124","0","0","0","0","0","124","0","78.7",,"75.4",,,,,,"75.4",,"75.4"
"McLain, Matt","680574","NA","4","Second Baseman","440","0","314","0","117","0","9","0","431","9","89.6",,"81.4",,"86.8",,,,"84",,"84"
"Palacios, Richie","680700","NA","4","Second Baseman","268","0","266","2","0","0","0","0","268","0","85.5",,"73.9",,,,,,"73.9",,"73.9"
"Stott, Bryson","681082","NA","4","Second Baseman","383","0","383","0","0","0","0","0","383","0","86.5",,"81.4",,,,,,"81.4",,"81.4"
"Nuñez, Nasim","683083","NA","4","Second Baseman","460","0","412","0","48","0","0","0","460","0","94.6",,"84.4",,,,,,"85.3",,"85.3"
"Bazzana, Travis","683953","NA","4","Second Baseman","283","0","283","0","0","0","0","0","283","0","85.3",,"76.9",,,,,,"76.9",,"76.9"
"Massey, Michael","686681","NA","4","Second Baseman","348","0","340","0","0","7","0","1","340","8","85.2",,"79.3",,,,,,"79.3",,"79.3"
"Grissom, Vaughn","687093","NA","4","Second Baseman","203","52","115","36","0","0","0","0","151","0","92.5",,"82.3",,,,,,"85.5",,"85.5"
"Freeland, Alex","690976","NA","4","Second Baseman","296","0","289","0","7","0","0","0","296","0","87.2",,"80.4",,,,,,"80.4",,"80.4"
"Mayer, Marcelo","691785","NA","4","Second Baseman","293","0","208","0","85","0","0","0","293","0","87.7",,"75.5",,"80.8",,,,"79",,"79"
"Arroyo, Edwin","695490","NA","4","Second Baseman","140","0","125","0","15","0","0","0","140","0","91.4",,"80.2",,,,,,"83.7",,"83.7"
"Lee, Hao-Yu","701678","NA","4","Second Baseman","224","0","189","35","0","0","0","0","224","0","82.6",,"73.6",,,,,,"78.2",,"78.2"
"Young, Cole","702284","NA","4","Second Baseman","529","0","518","0","11","0","0","0","529","0","82.4",,"72.2",,,,,,"72.4",,"72.4"
"Holliday, Jackson","702616","NA","4","Second Baseman","183","0","176","4","3","0","0","0","183","0","82.1",,"77.3",,,,,,"77.5",,"77.5"
"Wetherholt, JJ","802139","NA","4","Second Baseman","489","0","473","0","16","0","0","0","489","0","91.1",,"77.6",,,,,,"79.1",,"79.1"
"Meidroth, Chase","805367","NA","4","Second Baseman","482","0","469","2","11","0","0","0","482","0","81.6",,"75.9",,,,,,"76.6",,"76.6"
"Keaschall, Luke","807712","NA","4","Second Baseman","442","0","391","0","0","0","19","32","391","51","92.3",,"76.3",,,,,,"76.3","85.5","85.5"
"Williamson, Ben","810938","NA","4","Second Baseman","319","0","232","5","82","0","0","0","319","0","89.7",,"78.1",,"85.3",,,,"82.3",,"82.3"
"Song, Sung-Mun","823550","NA","4","Second Baseman","150","0","106","7","37","0","0","0","150","0","81.3",,"75.5",,,,,,"76.8",,"76.8"
"Arenado, Nolan","571448","NA","5","Third Baseman","258","0","0","258","0","0","0","0","258","0","83.6",,,"82.7",,,,,"82.7",,"82.7"
"Muncy, Max","571970","NA","5","Third Baseman","218","0","0","218","0","0","0","0","218","0","84.9",,,"82.3",,,,,"82.3",,"82.3"
"Machado, Manny","592518","NA","5","Third Baseman","195","0","0","195","0","0","0","0","195","0","87.3",,,"83.4",,,,,"83.4",,"83.4"
"Ramírez, José","608070","NA","5","Third Baseman","149","0","0","149","0","0","0","0","149","0","85.6",,,"82.6",,,,,"82.6",,"82.6"
"Bregman, Alex","608324","NA","5","Third Baseman","215","0","0","215","0","0","0","0","215","0","82",,,"80.7",,,,,"80.7",,"80.7"
"McMahon, Ryan","641857","NA","5","Third Baseman","149","0","0","137","12","0","0","0","149","0","86.8",,,"85.3",,,,,"85.1",,"85.1"
"Rosario, Amed","642708","NA","5","Third Baseman","83","0","17","59","0","0","0","7","76","7","90",,,,,,,,"84.1",,"84.1"
"Rengifo, Luis","650859","NA","5","Third Baseman","115","9","8","98","0","0","0","0","106","0","87.2",,,"86.1",,,,,"85.8",,"85.8"
"Chapman, Matt","656305","NA","5","Third Baseman","237","0","0","237","0","0","0","0","237","0","89.2",,,"86.6",,,,,"86.6",,"86.6"
"Rivas, Leo","660844","NA","5","Third Baseman","117","0","0","68","49","0","0","0","117","0","85",,,,,,,,"83.4",,"83.4"
"Riley, Austin","663586","NA","5","Third Baseman","237","0","0","237","0","0","0","0","237","0","87.2",,,"83.5",,,,,"83.5",,"83.5"
"Hayes, Ke'Bryan","663647","NA","5","Third Baseman","118","0","0","118","0","0","0","0","118","0","80.7",,,"78.6",,,,,"78.6",,"78.6"
"Bohm, Alec","664761","NA","5","Third Baseman","249","10","0","239","0","0","0","0","239","0","82.2",,,"79.9",,,,,"79.9",,"79.9"
"Fermín, José","665877","NA","5","Third Baseman","120","4","11","29","12","50","14","0","52","64","88.8",,,,,"87.6",,,,"87.3","87.3"
"Hamilton, David","666152","NA","5","Third Baseman","223","0","25","77","121","0","0","0","223","0","89.8",,,"87.4","83.5",,,,"86",,"86"
"Bichette, Bo","666182","NA","5","Third Baseman","350","0","0","143","207","0","0","0","350","0","88.6",,,"83.6","81.7",,,,"82.9",,"82.9"
"Gorman, Nolan","669357","NA","5","Third Baseman","85","0","0","85","0","0","0","0","85","0","83.1",,,"82.5",,,,,"82.5",,"82.5"
"Paredes, Isaac","670623","NA","5","Third Baseman","214","21","16","177","0","0","0","0","193","0","80.8",,,"78.5",,,,,"78.3",,"78.3"
"Arias, Gabriel","672356","NA","5","Third Baseman","78","0","0","38","40","0","0","0","78","0","89.9",,,,,,,,"89.3",,"89.3"
"Garcia, Maikel","672580","NA","5","Third Baseman","179","0","0","157","22","0","0","0","179","0","89.3",,,"88.2",,,,,"88.1",,"88.1"
"Okamoto, Kazuma","672960","NA","5","Third Baseman","205","4","0","201","0","0","0","0","201","0","82.4",,,"80.6",,,,,"80.6",,"80.6"
"Jung, Josh","673962","NA","5","Third Baseman","184","0","0","184","0","0","0","0","184","0","86.6",,,"82.4",,,,,"82.4",,"82.4"
"Alexander, Blaze","677942","NA","5","Third Baseman","240","0","59","81","47","17","27","9","187","53","95.6",,,"89.3",,,,,"88.7","93.8","93.8"
"Vargas, Miguel","678246","NA","5","Third Baseman","215","48","0","167","0","0","0","0","167","0","85.3",,,"84.6",,,,,"84.6",,"84.6"
"Vivas, Jorbit","678391","NA","5","Third Baseman","148","0","93","55","0","0","0","0","148","0","82.2",,"71.9",,,,,,"78.8",,"78.8"
"Mead, Curtis","678554","NA","5","Third Baseman","211","85","16","110","0","0","0","0","126","0","82.2",,,"77.2",,,,,"77",,"77"
"Loftin, Nick","679845","NA","5","Third Baseman","196","2","97","80","7","8","0","2","184","10","88.2",,"83.6","84.8",,,,,"84.2",,"84.2"
"Gelof, Zack","680869","NA","5","Third Baseman","219","0","52","120","0","5","41","1","172","47","91",,,"78.4",,,,,"77.6",,"77.6"
"Schneemann, Daniel","682177","NA","5","Third Baseman","234","0","60","63","37","1","73","0","160","74","99.4",,,,,,"92.6",,"85","92.6","92.6"
"Baty, Brett","683146","NA","5","Third Baseman","297","45","75","134","1","0","0","42","210","42","88.4",,"75.9","81.3",,,,,"80.7",,"80.7"
"Lee, Brooks","686797","NA","5","Third Baseman","327","0","0","87","240","0","0","0","327","0","85.3",,,"84","80.7",,,,"82.7",,"82.7"
"Keith, Colt","690993","NA","5","Third Baseman","125","26","0","99","0","0","0","0","99","0","85.5",,,"83.7",,,,,"83.7",,"83.7"
"Caminero, Junior","691406","NA","5","Third Baseman","275","0","0","275","0","0","0","0","275","0","90.2",,,"86.7",,,,,"86.7",,"86.7"
"Sanoja, Javier","691594","NA","5","Third Baseman","219","0","20","144","22","19","2","12","186","33","87.3",,,"84.2",,,,,"83.8",,"83.8"
"Karros, Kyle","691720","NA","5","Third Baseman","230","0","0","230","0","0","0","0","230","0","85.6",,,"84.6",,,,,"84.6",,"84.6"
"Mayo, Coby","691723","NA","5","Third Baseman","123","19","0","104","0","0","0","0","104","0","90.4",,,"88.9",,,,,"88.9",,"88.9"
"Muncy, Max","691777","NA","5","Third Baseman","89","0","0","89","0","0","0","0","89","0","82.5",,,"80.9",,,,,"80.9",,"80.9"
"Gonzales, Nick","693304","NA","5","Third Baseman","257","0","80","157","20","0","0","0","257","0","83.5",,"79.8","82.2",,,,,"82",,"82"
"Durbin, Caleb","702332","NA","5","Third Baseman","287","0","0","287","0","0","0","0","287","0","82.8",,,"81.2",,,,,"81.2",,"81.2"
"Bogaerts, Xander","593428","NA","6","Shortstop","410","0","0","0","410","0","0","0","410","0","85.8",,,,"82.3",,,,"82.3",,"82.3"
"Báez, Javier","595879","NA","6","Shortstop","117","0","9","0","96","0","12","0","105","12","92.7",,,,"87.6",,,,"87.3",,"87.3"
"Lindor, Francisco","596019","NA","6","Shortstop","209","0","0","0","209","0","0","0","209","0","83.5",,,,"81.1",,,,"81.1",,"81.1"
"Story, Trevor","596115","NA","6","Shortstop","206","0","0","0","206","0","0","0","206","0","82.9",,,,"79.4",,,,"79.4",,"79.4"
"Betts, Mookie","605141","NA","6","Shortstop","266","0","0","0","266","0","0","0","266","0","87.7",,,,"81.3",,,,"81.3",,"81.3"
"Turner, Trea","607208","NA","6","Shortstop","423","0","0","0","423","0","0","0","423","0","85.9",,,,"82.2",,,,"82.2",,"82.2"
"Seager, Corey","608369","NA","6","Shortstop","246","0","0","0","246","0","0","0","246","0","85.4",,,,"80.3",,,,"80.3",,"80.3"
"Swanson, Dansby","621020","NA","6","Shortstop","430","0","0","0","430","0","0","0","430","0","85.6",,,,"80.1",,,,"80.1",,"80.1"
"Correa, Carlos","621043","NA","6","Shortstop","135","0","0","37","98","0","0","0","135","0","91.8",,,,"88.4",,,,"87.6",,"87.6"
"Mateo, Jorge","622761","NA","6","Shortstop","170","0","2","0","168","0","0","0","170","0","94.1",,,,"88.3",,,,"88.3",,"88.3"
"Crawford, J.P.","641487","NA","6","Shortstop","260","0","0","76","184","0","0","0","260","0","81.9",,,"80","79",,,,"79.5",,"79.5"
"Adames, Willy","642715","NA","6","Shortstop","518","0","0","0","518","0","0","0","518","0","88.2",,,,"85.4",,,,"85.4",,"85.4"
"Monasterio, Andruw","655316","NA","6","Shortstop","153","16","45","8","84","0","0","0","137","0","80.6",,,,"78.4",,,,"77.8",,"77.8"
"Gray, Tristan","656484","NA","6","Shortstop","251","0","20","43","188","0","0","0","251","0","87",,,,"83.6",,,,"83.8",,"83.8"
"Peña, Jeremy","665161","NA","6","Shortstop","198","0","0","0","198","0","0","0","198","0","89.2",,,,"83.2",,,,"83.2",,"83.2"
"Giménez, Andrés","665926","NA","6","Shortstop","432","0","0","0","432","0","0","0","432","0","92.4",,,,"86.1",,,,"86.1",,"86.1"
"Kreidler, Ryan","668952","NA","6","Shortstop","146","0","0","10","95","2","39","0","105","41","96.9",,,,"86.4",,,,"85.9",,"85.9"
"Allen, Nick","669397","NA","6","Shortstop","160","0","35","10","115","0","0","0","160","0","87.7",,,,"83.1",,,,"83.9",,"83.9"
"Shewmake, Braden","669699","NA","6","Shortstop","116","0","36","26","54","0","0","0","116","0","88.6",,,,,,,,"85.1",,"85.1"
"Triolo, Jared","669707","NA","6","Shortstop","261","6","0","31","217","0","0","7","248","7","93.2",,,,"85.7",,,,"85.6",,"85.6"
"Short, Zack","670097","NA","6","Shortstop","107","0","15","0","92","0","0","0","107","0","87.9",,,,"85.5",,,,"85.1",,"85.1"
"Walls, Taylor","670764","NA","6","Shortstop","433","0","0","0","433","0","0","0","433","0","85.3",,,,"81.1",,,,"81.1",,"81.1"
"Lopez, Otto","672640","NA","6","Shortstop","457","0","0","0","457","0","0","0","457","0","85.9",,,,"82",,,,"82",,"82"
"Perdomo, Geraldo","672695","NA","6","Shortstop","650","0","0","0","650","0","0","0","650","0","89.2",,,,"83.8",,,,"83.8",,"83.8"
"Kim, Ha-Seong","673490","NA","6","Shortstop","108","0","0","0","108","0","0","0","108","0","87.2",,,,"85.3",,,,"85.3",,"85.3"
"Williams, Alika","675961","NA","6","Shortstop","133","0","32","0","101","0","0","0","133","0","83.3",,,,"80.6",,,,"81.4",,"81.4"
"Caballero, José","676609","NA","6","Shortstop","321","0","21","12","258","15","2","13","291","30","90.2",,,,"81.4",,,,"81.3",,"81.3"
"Rocchio, Brayan","677587","NA","6","Shortstop","433","0","45","0","388","0","0","0","433","0","87.8",,,,"83.4",,,,"83.2",,"83.2"
"Duran, Ezequiel","677649","NA","6","Shortstop","407","4","88","32","218","38","1","26","338","65","97.7",,"73.1",,"85.7",,,,"85.7","94","94"
"Witt Jr., Bobby","677951","NA","6","Shortstop","500","0","0","0","500","0","0","0","500","0","94",,,,"88.2",,,,"88.2",,"88.2"
"Tovar, Ezequiel","678662","NA","6","Shortstop","401","0","0","0","401","0","0","0","401","0","90.2",,,,"85.8",,,,"85.8",,"85.8"
"Acuña, Luisangel","682668","NA","6","Shortstop","189","0","1","0","127","0","61","0","128","61","94.6",,,,"82.7",,"86.9",,"82.7","86.9","86.9"
"De La Cruz, Elly","682829","NA","6","Shortstop","411","0","0","0","411","0","0","0","411","0","96.6",,,,"90.6",,,,"90.6",,"90.6"
"Abrams, CJ","682928","NA","6","Shortstop","410","0","0","0","410","0","0","0","410","0","87",,,,"83.2",,,,"83.2",,"83.2"
"Henderson, Gunnar","683002","NA","6","Shortstop","435","0","0","0","435","0","0","0","435","0","93.9",,,,"88.4",,,,"88.4",,"88.4"
"Volpe, Anthony","683011","NA","6","Shortstop","238","0","0","0","238","0","0","0","238","0","83.1",,,,"79.1",,,,"79.1",,"79.1"
"Hernaiz, Darell","687231","NA","6","Shortstop","137","0","22","10","105","0","0","0","137","0","86.8",,,,"81.1",,,,"80.6",,"80.6"
"Neto, Zach","687263","NA","6","Shortstop","522","0","0","0","522","0","0","0","522","0","94.6",,,,"89.4",,,,"89.4",,"89.4"
"Ortiz, Joey","687401","NA","6","Shortstop","332","0","1","48","283","0","0","0","332","0","86.3",,,,"82.8",,,,"83.9",,"83.9"
"Winn, Masyn","691026","NA","6","Shortstop","515","0","0","0","515","0","0","0","515","0","97.2",,,,"94.2",,,,"94.2",,"94.2"
"Montgomery, Colson","695657","NA","6","Shortstop","359","0","0","50","309","0","0","0","359","0","82.5",,,,"78.5",,,,"79.2",,"79.2"
"Griffin, Konnor","804606","NA","6","Shortstop","305","0","0","0","305","0","0","0","305","0","93.5",,,,"88.5",,,,"88.5",,"88.5"
"Jarvis, Jim","805347","NA","6","Shortstop","91","0","0","0","91","0","0","0","91","0","94",,,,"90.4",,,,"90.4",,"90.4"
"Wilson, Jacob","805779","NA","6","Shortstop","245","0","0","0","245","0","0","0","245","0","91.8",,,,"88.1",,,,"88.1",,"88.1"
"McGonigle, Kevin","805808","NA","6","Shortstop","448","0","0","151","297","0","0","0","448","0","85",,,"81.1","81.2",,,,"81.3",,"81.3"
"Emerson, Colt","806068","NA","6","Shortstop","213","0","0","29","184","0","0","0","213","0","88.9",,,,"81.1",,,,"80.8",,"80.8"
"Pratt, Cooper","806198","NA","6","Shortstop","112","0","0","0","112","0","0","0","112","0","86.7",,,,"85.7",,,,"85.7",,"85.7"
"Kim, Hyeseong","808975","NA","6","Shortstop","164","0","67","0","96","1","0","0","163","1","87.7",,,,"85.3",,,,"83.9",,"83.9"
"Yastrzemski, Mike","573262","NA","7","Left Fielder","176","0","0","0","0","96","1","79","0","176","92.5",,,,,"80.6",,"87.5",,"85.2","85.2"
"Hernández, Teoscar","606192","NA","7","Left Fielder","134","0","0","0","0","134","0","0","0","134","90.6",,,,,"87.4",,,,"87.4","87.4"
"Ward, Taylor","621493","NA","7","Left Fielder","227","0","0","0","0","227","0","0","0","227","92.3",,,,,"83.3",,,,"83.3","83.3"
"Sosa, Edmundo","624641","NA","7","Left Fielder","164","0","69","30","35","30","0","0","134","30","84.8",,,,,,,,"79.8",,"79.8"
"Bellinger, Cody","641355","NA","7","Left Fielder","240","7","0","0","0","199","25","9","0","233","99.6",,,,,"92.3",,,,"92.7","92.7"
"Dubón, Mauricio","643289","NA","7","Left Fielder","361","0","0","6","179","145","31","0","185","176","97.2",,,,"83.5","87.6",,,"83.3","88.5","88.5"
"Laureano, Ramón","657656","NA","7","Left Fielder","71","0","0","0","0","58","0","13","0","71","93.6",,,,,"85.1",,,,"85.1","85.1"
"Nootbaar, Lars","663457","NA","7","Left Fielder","93","0","0","0","0","70","9","14","0","93","95.4",,,,,"89.8",,,,"90.7","90.7"
"Lockridge, Brandon","663604","NA","7","Left Fielder","81","0","0","0","0","67","14","0","0","81","91.7",,,,,"86.3",,,,"86.3","86.3"
"Larnach, Trevor","663616","NA","7","Left Fielder","138","0","0","0","0","138","0","0","0","138","91.4",,,,,"86",,,,"86","86"
"Happ, Ian","664023","NA","7","Left Fielder","286","0","0","0","0","286","0","0","0","286","90.1",,,,,"84.1",,,,"84.1","84.1"
"Conine, Griffin","665052","NA","7","Left Fielder","58","2","0","0","0","28","0","28","0","56","88.5",,,,,,,,,"85.2","85.2"
"Soto, Juan","665742","NA","7","Left Fielder","114","0","0","0","0","114","0","0","0","114","87.7",,,,,"84.8",,,,"84.8","84.8"
"Ruiz, Esteury","665923","NA","7","Left Fielder","83","0","0","0","0","27","28","28","0","83","88.5",,,,,,,,,"80.1","80.1"
"Lowe, Josh","666139","NA","7","Left Fielder","145","0","0","0","0","110","33","2","0","145","91.7",,,,,"87.9",,,,"88.5","88.5"
"Moniak, Mickey","666160","NA","7","Left Fielder","124","0","0","0","0","91","18","15","0","124","86.7",,,,,"82.9",,,,"82.1","82.1"
"Gurriel Jr., Lourdes","666971","NA","7","Left Fielder","89","0","0","0","0","89","0","0","0","89","93.6",,,,,"87.5",,,,"87.5","87.5"
"Arozarena, Randy","668227","NA","7","Left Fielder","257","0","0","0","0","257","0","0","0","257","90.7",,,,,"81.7",,,,"81.7","81.7"
"Bleday, JJ","668709","NA","7","Left Fielder","139","0","0","0","0","136","0","3","0","139","98.5",,,,,"89",,,,"89","89"
"Reynolds, Bryan","668804","NA","7","Left Fielder","216","0","0","0","0","168","0","48","0","216","93.9",,,,,"87.2",,,,"88.8","88.8"
"Marsh, Brandon","669016","NA","7","Left Fielder","238","0","0","0","0","185","32","21","0","238","100.5",,,,,"88.8",,,,"89.4","89.4"
"Stowers, Kyle","669065","NA","7","Left Fielder","252","139","0","0","0","78","0","35","0","113","93.9","83",,,,"87.2",,,,"87.2","87.2"
"Teodosio, Bryce","669326","NA","7","Left Fielder","64","0","0","0","0","41","22","1","0","64","91.9",,,,,,,,,"87.1","87.1"
"Schmitt, Casey","669477","NA","7","Left Fielder","237","48","34","52","23","80","0","0","109","80","89.5",,,,,"87.4",,,"86.3","87.4","87.4"
